更新时间,#genre#
2024-12-10 16:34:04,url
📺央视频道,#genre#
CCTV-1,http://fmbox.cc/公众号玉玉软件库/iptv6.php?id=00000311$订阅源-1920x1080
CCTV1+,http://150.158.112.123/公众号玉玉软件库/mg.php?id=cctv1
CCTV-1,http://60.255.240.247:8090/live/CCTV-1H265.m3u8$订阅源-1920x1080
CCTV-1,http://60.255.240.247:8090/live/CCTV-1H265_4000.m3u8$订阅源-1920x1080
CCTV-1,http://123.117.174.237:30000/rtp/239.3.1.129:8008$组播源
CCTV-1,http://114.254.27.162:18888/rtp/239.3.1.129:8008$组播源
CCTV-2,http://60.255.240.247:8090/live/CCTV-2H265.m3u8$订阅源-1920x1080
CCTV-2,http://fmbox.cc/公众号玉玉软件库/iptv6.php?id=00000317$订阅源-1920x1080
CCTV-2,http://60.255.240.247:8090/live/CCTV-2H265_4000.m3u8$订阅源-1920x1080
CCTV-2,http://222.129.139.229:8888/rtp/239.3.1.60:8084$组播源
CCTV-2,http://114.243.102.150:8888/rtp/239.3.1.60:8084$组播源
CCTV-3,http://60.255.240.247:8090/live/CCTV-3H265_4000.m3u8$订阅源-1920x1080
CCTV-3,http://fmbox.cc/公众号玉玉软件库/iptv6.php?id=00000371$订阅源-1920x1080
CCTV-3,http://fmbox.cc/公众号玉玉软件库/iptv6.php?id=00000359$订阅源-1920x1080
CCTV-3,http://123.117.237.15:8680/rtp/239.3.1.172:8001$组播源
CCTV-3,http://60.10.106.114:555/rtp/239.253.92.191:6057$组播源
CCTV-4,http://120.0.8.181:8086/tsfile/live/0004_1.m3u8$订阅源
CCTV-4,http://119.62.80.192:9901/tsfile/live/0004_1.m3u8$订阅源
CCTV-4,http://101.65.33.182:9901/tsfile/live/0004_1.m3u8$订阅源
CCTV-4,http://114.243.98.12:8888/rtp/239.3.1.214:4220$组播源
CCTV-4,http://114.243.102.150:8888/rtp/239.3.1.105:8092$组播源
CCTV-5,http://222.129.139.91:8888/udp/239.3.1.173:8001$订阅源
CCTV-5,http://101.74.28.105:9901/tsfile/live/0005_1.m3u8$订阅源
CCTV-5,http://218.13.170.98:9901/tsfile/live/0005_1.m3u8$订阅源
CCTV-5,http://222.142.75.203:9901/tsfile/live/0005_1.m3u8$订阅源
CCTV-5,http://222.84.192.231:8181/tsfile/live/0005_1.m3u8$订阅源
CCTV-5,http://60.10.106.114:555/rtp/239.253.92.181:6046$组播源
CCTV-5,http://60.164.128.167:8029/rtp/239.255.29.13:8231$组播源
CCTV-5,http://115.202.117.202:9999/rtp/233.50.201.197:5140$组播源
CCTV-5,http://114.254.27.162:18888/rtp/239.3.1.173:8001$组播源
CCTV-5,http://123.113.237.160:8888/rtp/239.3.1.173:8001$组播源
CCTV-5,http://fmbox.cc/公众号玉玉软件库/iptv6.php?id=00000360$订阅源-1920x1080
CCTV-5,http://60.255.240.247:8090/live/CCTV-5H265.m3u8$订阅源-1920x1080
CCTV-5,http://fmbox.cc/公众号玉玉软件库/iptv6.php?id=00000372$订阅源-1920x1080
CCTV-5,http://60.164.128.167:8029/rtp/239.255.29.13:8231$组播源
CCTV-5,http://120.6.209.42:8866/rtp/239.253.92.181:6046$组播源
CCTV-5,http://fmbox.cc/公众号玉玉软件库/iptv6.php?id=00000372$订阅源-1920x1080
CCTV-5,http://fmbox.cc/公众号玉玉软件库/iptv6.php?id=00000360$订阅源-1920x1080
CCTV-5,http://114.252.238.87:8000/udp/239.3.1.173:8001$订阅源
CCTV-5,http://60.12.183.46:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
CCTV-5,http://116.117.104.39:8096/tsfile/live/0005_1.m3u8$订阅源
CCTV-5,http://114.252.235.176:8000/rtp/239.3.1.173:8001$组播源
CCTV-5,http://123.117.237.15:8680/rtp/239.3.1.173:8001$组播源
CCTV-5,http://222.129.139.229:8888/rtp/239.3.1.173:8001$组播源
CCTV-5,http://123.113.187.204:8000/rtp/239.3.1.173:8001$组播源
CCTV-5,http://114.243.98.12:8888/rtp/239.3.1.173:8001$组播源
CCTV-5,http://116.128.242.83:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$北京酒店源
